,reference
382,4.288786053657532
383,33.77476346492767
384,44.37691277265549
385,84.55508697032928
386,48.39277023077011
387,59.35145479440689
388,20.87233680486679
389,44.98018079996109
390,46.47809612751007
391,46.80437618494034
392,29.636455953121185
393,39.84289336204529
394,47.67611014842987
395,62.588186144828796
396,44.02292990684509
397,17.46887618303299
398,37.66727018356323
399,56.69563102722168
400,30.875554502010345
401,53.89040815830231
402,44.788799583911896
403,27.91255098581314
404,13.394900143146515
405,52.333408892154694
406,50.41088253259659
407,35.03735327720642
408,10.436365723609924
409,8.509357213973999
410,39.68207621574402
411,24.495850920677185
412,53.54409056901932
413,69.90257847309113
414,79.96359467506409
415,39.585868418216705
416,39.45413661003113
417,20.04103183746338
418,46.54766398668289
419,69.6307520866394
420,70.03949254751205
421,62.16997170448303
422,91.0458933711052
423,4.6831154227256775
424,36.191472470760345
425,42.35634928941727
426,29.352873921394348
427,81.00917756557465
428,55.81671607494354
429,21.67689150571823
430,30.481742680072784
431,64.88677650690079
432,29.890745282173157
433,60.88151055574417
434,24.428523659706116
435,54.360891222953796
436,62.90913683176041
437,48.35586488246918
438,34.558204889297485
439,26.425346553325653
440,54.17537009716034
441,46.477363884449005
442,28.15849059820175
443,31.2930765748024
444,38.156767666339874
445,19.697275161743164
446,2.325060248374939
447,36.869179248809814
448,59.3464058637619
449,36.44477677345276
450,48.518311858177185
451,47.56600880622864
452,52.28908783197403
453,61.899045586586
454,62.543856143951416
455,81.33357161283493
456,11.564884066581726
457,34.26912188529968
458,29.611603677272797
459,41.10499608516693
460,15.572953760623932
461,32.230065762996674
462,47.14884543418884
463,53.06038099527359
464,77.2748271226883
465,31.76965445280075
466,44.7043097615242
467,25.37837702035904
468,42.47555619478226
469,30.17982429265976
470,40.56356596946716
471,19.3189315199852
472,47.416886389255524
473,59.5805988907814
474,43.27439934015274
475,31.411159992218018
476,10.744955480098724
477,83.8494490981102
478,62.68599593639374
479,47.88916015625
480,38.10614138841629
481,85.12829542160034
482,20.75271111726761
483,73.08053624629974
484,35.27095878124237
485,2.182204008102417
486,48.16940659284592
487,56.801735043525696
488,15.098363935947418
489,75.97903436422348
490,31.568849205970764
491,91.04450297355652
492,34.28137385845184
493,24.497610569000244
494,42.977791011333466
495,47.01620268821716
496,54.53242111206055
497,52.47943937778473
498,90.88356882333755
499,89.21279484033585
500,47.060682356357574
501,19.94747895002365
502,60.27627247571945
503,49.032063007354736
504,47.06572526693344
505,29.407519221305847
506,65.6649985909462
507,15.407407641410828
508,63.434378147125244
509,27.874323964118958
510,76.49490541219711
511,56.03785228729248
512,0.9467242956161499
513,58.32801175117493
514,31.987295985221863
515,4.983983099460602
516,56.78001648187637
517,27.464800536632538
518,38.24621117115021
519,48.9765722155571
520,21.470647037029266
521,40.634005069732666
522,24.578617572784424
523,70.07531452178955
524,30.941060423851013
525,49.68377232551575
526,35.914880096912384
527,57.17801088094711
528,85.85417544841766
529,48.757413268089294
530,17.92802083492279
531,46.775378704071045
532,30.120152056217194
533,90.24291616678238
534,43.58445006608963
535,28.260141670703888
536,71.3173241019249
537,46.59578078985214
538,28.48547112941742
539,-3.284452795982361
540,51.79945719242096
541,70.14024078845978
542,88.78750878572464
543,64.87340271472931
544,13.12866598367691
545,48.265380918979645
546,12.64789080619812
547,42.14379447698593
548,36.306704103946686
549,39.864149391651154
550,15.307183742523193
551,48.88663285970688
552,53.37185180187225
553,76.68220508098602
554,59.44793677330017
555,19.31780844926834
556,81.08505272865295
557,37.88729536533356
558,37.38641321659088
559,72.85832327604294
560,35.89460498094559
561,38.2432279586792
562,16.88631421327591
563,72.16494935750961
564,18.18367290496826
565,42.381675720214844
566,36.58938139677048
567,38.10628926753998
568,51.70329260826111
569,37.31301885843277
570,84.66621625423431
571,14.793121933937073
572,82.52095794677734
573,50.537454545497894
574,40.30715221166611
575,55.15752559900284
576,31.335807859897614
577,38.34261739253998
578,88.47200757265091
579,49.98608809709549
580,78.9946374297142
581,69.6316449046135
582,46.444534838199615
583,68.50660449266434
584,39.122467279434204
585,33.081269681453705
586,39.41619396209717
587,39.82280099391937
588,59.2304869890213
589,21.785025000572205
590,18.09512460231781
591,37.74901634454727
592,80.08006989955902
593,71.23603403568268
594,7.830976963043213
595,43.569289445877075
596,1.956261157989502
597,26.031059980392456
598,59.62327837944031
599,28.059502124786377
600,85.15914261341095
601,53.33838838338852
602,38.007091999053955
603,61.2257040143013
604,36.121102690696716
605,59.44123315811157
606,81.82043117284775
607,4.5001842975616455
608,45.16632652282715
609,21.761732280254364
610,-8.23376578092575
611,69.97971421480179
612,24.65064013004303
613,51.198618054389954
614,87.67518389225006
615,62.58203536272049
616,33.94633197784424
617,42.04695117473602
618,72.02256971597672
619,45.435551047325134
620,71.85840308666229
621,56.37148940563202
622,45.397221863269806
623,44.29298692941666
624,65.76965093612671
625,83.02104663848877
626,27.125286102294922
627,13.770719289779663
628,45.40880709886551
629,61.012104630470276
630,61.5571426153183
631,37.94328874349594
632,65.88998436927795
633,43.22848200798035
634,55.05667281150818
635,48.07445639371872
636,37.55303621292114
637,38.87423211336136
638,58.58991038799286
639,56.11179840564728
640,50.08969986438751
641,43.87221026420593
642,54.566683650016785
643,47.85503226518631
644,27.070380747318268
645,18.65197116136551
646,60.2650380730629
647,33.266704738140106
648,34.15044730901718
649,71.80712163448334
650,17.09557294845581
651,72.39790606498718
652,87.20144492387772
653,81.21804022789001
654,21.807473957538605
655,39.07681208848953
656,40.885632276535034
657,42.04149502515793
658,36.11355537176132
659,12.481491446495056
660,10.8965345621109
661,59.889202654361725
662,42.715028166770935
663,53.43118363618851
664,39.50755447149277
665,48.69388210773468
666,56.13992118835449
667,51.32549822330475
668,84.47202432155609
669,27.801583886146545
670,34.86833834648132
671,25.5295347571373
672,6.202048718929291
673,29.389088094234467
674,52.582546055316925
675,13.618938207626343
676,45.32363438606262
677,31.924614012241364
678,25.24329298734665
679,60.74307817220688
680,1.5825064182281494
681,50.41767579317093
682,34.979759871959686
683,58.567753970623016
684,21.429287493228912
685,12.915239870548248
686,77.43305516242981
687,54.8241548538208
688,30.95529532432556
689,55.3536239862442
690,26.849859178066254
691,46.643416702747345
692,25.75402671098709
693,76.63955873250961
694,79.09963411092758
695,55.946593940258026
696,19.899541556835175
697,52.35885375738144
698,5.291903257369995
699,11.687035858631134
700,53.73221272230148
701,13.732956230640411
702,20.837881326675415
703,41.28522211313248
704,21.080873429775238
705,71.73089301586151
706,85.4888299703598
707,59.98658049106598
708,36.40138202905655
709,57.38228785991669
710,36.002648770809174
711,30.117142260074615
712,15.646504282951355
713,33.1685174703598
714,59.659430503845215
715,68.61923885345459
716,45.48535817861557
717,9.936052560806274
718,35.26133328676224
719,38.06173026561737
720,51.54439198970795
721,86.8948929309845
722,47.28424018621445
723,69.31933343410492
724,24.779149293899536
725,42.752192318439484
726,49.7086067199707
727,83.01655179262161
728,44.312789618968964
729,58.533846616744995
730,75.5908755660057
731,83.51773351430893
732,79.06241184473038
733,32.84897309541702
734,34.58813267946243
735,38.778952956199646
736,79.01083558797836
737,13.533708095550537
738,23.24004739522934
739,70.52342557907104
740,35.152339458465576
741,51.75710088014603
742,72.23045444488525
743,36.19974797964096
744,24.272876739501953
745,91.23882853984833
746,42.048687398433685
747,25.983915627002716
748,63.49640792608261
749,38.715660870075226
750,29.5592719912529
751,33.782477140426636
752,40.00099563598633
753,44.59337377548218
754,38.207194328308105
755,93.59659373760223
756,53.343835294246674
757,23.656245291233063
758,22.398749470710754
759,42.26976525783539
760,38.993115186691284
761,86.54435509443283
762,55.79718220233917
763,70.79550379514694
764,39.032145380973816
765,32.740689754486084
766,45.60221195220947
767,57.22701287269592
768,34.795996963977814
769,29.87843507528305
770,42.03561234474182
771,30.36265003681183
772,44.05361592769623
773,24.872527599334717
774,36.313773453235626
775,87.83303290605545
776,47.33768302202225
777,57.288583636283875
778,29.630316495895386
779,5.417452096939087
780,37.68124133348465
781,84.0116297006607
782,46.73953330516815
783,62.60440719127655
784,60.820786118507385
785,57.64193958044052
786,18.711599230766296
787,32.85407066345215
788,37.772253930568695
789,83.92670029401779
790,74.89458578824997
791,52.01735973358154
792,75.15301561355591
793,59.15529316663742
794,20.20747822523117
795,36.56885904073715
796,27.544510006904602
797,60.49158877134323
798,49.841905415058136
799,35.05724036693573
800,39.15753257274628
801,54.1719132065773
802,43.22712713479996
803,90.6468425989151
804,9.688452184200287
805,8.698590576648712
806,83.22632765769958
807,44.12952160835266
808,11.041489720344543
809,2.9172260761260986
810,83.9291256070137
811,50.12080305814743
812,14.985601782798767
813,16.438072502613068
814,59.325893223285675
815,72.40039837360382
816,22.80965542793274
817,34.05355513095856
818,36.897343933582306
819,85.93098348379135
820,30.005289912223816
821,19.134373009204865
822,52.43312019109726
823,29.176372349262238
824,4.476734697818756
825,29.141194820404053
826,33.68174070119858
827,37.09603536128998
828,65.99949210882187
829,44.481918692588806
830,36.036324203014374
831,55.66914343833923
832,50.616728365421295
833,18.22640573978424
834,46.51788365840912
835,16.54899650812149
836,40.99246895313263
837,46.7097282409668
838,9.072284042835236
839,23.191601276397705
840,28.558032631874084
841,76.44443321228027
842,77.8237857222557
843,84.15392822027206
844,32.09113281965256
845,57.989884436130524
846,44.09806144237518
847,86.90911275148392
848,34.823054909706116
849,58.08651292324066
850,61.711983263492584
851,47.695081889629364
852,40.355881452560425
853,57.960008561611176
854,43.9785692691803
855,90.38799077272415
856,39.592447221279144
857,41.64622551202774
858,40.44131028652191
859,31.18769061565399
860,33.85013401508331
861,69.9454026222229
862,85.14140158891678
863,15.108126103878021
864,47.07646465301514
865,81.18356508016586
866,54.558900117874146
867,48.189802050590515
868,33.58453619480133
869,72.37068617343903
870,60.92446315288544
871,52.921535313129425
872,55.98789584636688
873,47.85233634710312
874,24.835224092006683
875,62.91458570957184
876,48.79811155796051
877,4.7808873653411865
878,40.71492660045624
879,41.290308475494385
880,86.95290791988373
881,56.87525421380997
882,69.51249575614929
883,45.10046124458313
884,27.020688712596893
885,50.58867883682251
886,48.289427161216736
887,3.850041925907135
888,82.8613532781601
889,7.327150404453278
890,80.00032752752304
891,38.54499971866608
892,81.27370291948318
893,87.51496458053589
894,83.67135572433472
895,48.9794859290123
896,52.87133455276489
897,79.44530916213989
898,55.32432782649994
899,62.0078062415123
900,45.14451479911804
901,83.05179339647293
902,2.6213966608047485
903,33.54555332660675
904,35.8325178027153
905,69.30831295251846
906,77.47724866867065
907,60.550699174404144
908,76.9101704955101
909,62.57724171876907
910,51.06098634004593
911,30.76577228307724
912,83.54301333427429
913,44.63226217031479
914,46.342437982559204
915,68.53252518177032
916,29.65372109413147
917,44.975479423999786
918,41.159293591976166
919,8.876602828502655
920,8.532333731651306
921,35.42331153154373
922,19.02354395389557
923,57.881971538066864
924,67.81120365858078
925,24.035407602787018
926,55.20696419477463
927,59.40329658985138
928,38.68621474504471
929,65.33960455656052
930,63.88328242301941
931,40.781516909599304
932,64.91835975646973
933,38.10932695865631
934,38.49314785003662
935,51.60731518268585
936,26.0789897441864
937,31.212172269821167
938,27.975734770298004
939,77.75075846910477
940,34.95385879278183
941,82.8524175286293
942,35.654776215553284
943,48.31556838750839
944,17.916823148727417
945,33.50964367389679
946,76.54476124048233
947,87.82859289646149
948,85.20985049009323
949,27.109741926193237
950,50.14939749240875
951,67.605353474617
952,50.640612721443176
953,51.34822529554367
954,96.87873601913452
955,16.237249195575714
956,61.35242021083832
957,64.57414275407791
958,41.248487651348114
959,77.22036927938461
960,36.471072018146515
961,6.8033536076545715
962,80.72354173660278
963,55.62051868438721
964,24.991582095623016
965,85.2370246052742
966,22.95784878730774
967,26.29938268661499
968,21.912635266780853
969,7.3491370677948
970,16.694673776626587
971,75.1574199795723
972,71.75435644388199
973,19.545054852962494
974,22.419464766979218
975,89.1074310541153
976,67.46120077371597
977,40.28645884990692
978,42.02436274290085
979,39.05697178840637
980,3.5564017295837402
981,44.11684215068817
982,52.93739002943039
983,29.75841975212097
984,76.62062782049179
985,41.59221261739731
986,86.8569888472557
987,72.88451188802719
988,54.82443779706955
989,82.1407819390297
990,77.2389612197876
991,59.64708238840103
992,42.533626079559326
993,62.387664556503296
994,54.66044908761978
995,20.221715033054352
996,36.477608025074005
997,78.76495099067688
998,40.05094772577286
999,82.13470023870468
1000,34.43409389257431
1001,47.21868258714676
1002,42.93931174278259
1003,61.76494508981705
1004,54.96044397354126
1005,55.358231604099274
1006,48.20418459177017
1007,60.02465480566025
1008,44.72695904970169
1009,29.785757064819336
1010,22.908939361572266
1011,71.07090550661087
1012,78.35342288017273
1013,26.966019332408905
1014,52.08860683441162
1015,41.87005490064621
1016,40.30765050649643
1017,88.01775747537613
1018,81.18487584590912
1019,88.3468086719513
1020,41.09926927089691
1021,39.55923491716385
1022,10.018685638904572
1023,31.71060937643051
1024,41.143439173698425
1025,77.19089215993881
1026,49.849084973335266
1027,90.07590794563293
1028,47.10999804735184
1029,50.65496605634689
1030,28.73055273294449
1031,44.39877200126648
1032,55.15015345811844
1033,63.04588574171066
1034,49.8541179895401
1035,38.87722110748291
1036,51.03955852985382
1037,44.68516409397125
1038,55.61873036623001
1039,71.21175187826157
1040,42.605102598667145
1041,41.475954413414
1042,32.07174354791641
1043,36.06202673912048
1044,42.62909531593323
1045,20.962565898895264
1046,41.15144222974777
1047,36.73690181970596
1048,46.939661622047424
1049,29.704359769821167
1050,39.291043281555176
1051,57.407595455646515
1052,71.14525300264359
1053,57.39262920618057
1054,47.36633890867233
1055,47.04148197174072
1056,84.59276854991913
1057,61.09538918733597
1058,37.966411113739014
1059,40.1292422413826
1060,78.92504012584686
1061,39.44701826572418
1062,45.45516949892044
1063,62.42537260055542
1064,50.362313628196716
1065,19.75387293100357
1066,45.55986559391022
1067,23.385823011398315
1068,29.929154872894287
1069,3.2867446541786194
1070,57.07367306947708
1071,77.7297003865242
1072,82.90881288051605
1073,53.18290030956268
1074,38.82576048374176
1075,47.20428550243378
1076,37.34005844593048
1077,12.862853229045868
1078,42.66465091705322
1079,66.13107484579086
1080,40.693629920482635
1081,38.90713143348694
1082,14.9587362408638
1083,48.72716724872589
1084,37.92144197225571
1085,64.19516652822495
1086,41.66575700044632
1087,68.04616832733154
1088,82.49027615785599
1089,54.12992113828659
1090,60.79259842634201
1091,36.64264494180679
1092,89.36308264732361
1093,24.2825528383255
1094,86.99709105491638
1095,20.622750163078308
1096,43.81980335712433
1097,28.72003984451294
1098,78.98805069923401
1099,44.29696238040924
1100,94.42927634716034
1101,63.80266433954239
1102,19.132814943790436
1103,23.612412929534912
1104,43.988471150398254
1105,52.52266591787338
1106,43.943306624889374
1107,29.82299393415451
1108,85.015185713768
1109,41.44872570037842
1110,50.327857077121735
1111,58.082026720047
1112,85.73595291376114
1113,25.934343218803406
1114,36.95790642499924
1115,44.60534870624542
1116,36.60694366693497
1117,37.73389512300491
1118,63.061686754226685
1119,51.63082402944565
1120,68.64876514673233
1121,86.95698708295822
1122,79.30647230148315
1123,42.121530413627625
1124,33.45440620183945
1125,42.966411888599396
1126,61.438634753227234
1127,58.197013437747955
1128,55.198206424713135
1129,21.448187112808228
1130,14.036030411720276
1131,48.021276235580444
1132,52.994587540626526
1133,76.0608766078949
1134,57.05792623758316
1135,23.614759027957916
1136,60.03907126188278
1137,36.508678793907166
1138,47.27700853347778
1139,79.92358732223511
1140,33.184762954711914
1141,80.80097651481628
1142,45.743973791599274
1143,37.50635939836502
1144,55.76311409473419
1145,51.623058676719666
1146,62.79253214597702
1147,61.81823122501373
1148,31.584716796875
1149,5.572422385215759
1150,35.76157182455063
1151,36.958218812942505
1152,28.020865619182587
1153,33.67049592733383
1154,12.268384993076324
1155,41.00694274902344
1156,50.099008560180664
1157,21.321548640727997
1158,52.87622845172882
1159,66.37070935964584
1160,81.85017138719559
1161,22.27275663614273
1162,51.37196719646454
1163,19.04494082927704
1164,16.176362216472626
1165,39.436812698841095
1166,3.2890958189964294
1167,66.86320102214813
1168,90.94727623462677
1169,79.8759862780571
1170,46.85086143016815
1171,43.668110489845276
1172,39.346399426460266
1173,52.769982635974884
1174,47.099597573280334
1175,28.889613032341003
1176,51.85176771879196
1177,33.96464949846268
1178,89.74861401319504
1179,45.73899549245834
1180,42.508072793483734
1181,47.82990473508835
1182,44.36828696727753
1183,25.10008293390274
1184,69.532242000103
1185,79.49507111310959
1186,78.65815675258636
1187,35.70108789205551
1188,49.54397773742676
1189,36.08621382713318
1190,27.547716796398163
1191,71.48428481817245
1192,82.37502217292786
1193,60.78515541553497
1194,43.883903443813324
1195,80.65240252017975
1196,37.75951337814331
1197,66.84242618083954
1198,56.33322721719742
1199,32.486095905303955
1200,58.579203963279724
1201,59.91593408584595
1202,38.735924899578094
1203,14.949577450752258
1204,10.048321723937988
1205,47.442218244075775
1206,31.70434808731079
1207,63.09360235929489
1208,90.46586382389069
1209,48.64317327737808
1210,62.97371870279312
1211,57.246663212776184
1212,52.55606532096863
1213,32.40874743461609
1214,29.008818566799164
1215,28.374439597129822
1216,63.14293444156647
1217,42.15164095163345
1218,43.494622349739075
1219,50.470490515232086
1220,64.53345763683319
1221,39.74618446826935
1222,54.32348358631134
1223,70.3345605134964
1224,43.88660430908203
1225,74.30176371335983
1226,78.29662531614304
1227,31.13598245382309
1228,76.81859600543976
1229,53.76386523246765
1230,47.724750995635986
1231,54.3581206202507
1232,12.008257687091827
1233,69.73263221979141
1234,29.093978881835938
1235,33.1887903213501
1236,39.31398981809616
1237,82.1831870675087
1238,82.61034739017487
1239,19.17727482318878
1240,32.22507745027542
1241,83.19162738323212
1242,48.8271182179451
1243,42.61598789691925
1244,35.0336874127388
1245,11.298283100128174
1246,31.779248356819153
1247,23.278273463249207
1248,55.211436212062836
1249,33.89632099866867
1250,22.01199448108673
1251,14.314718782901764
1252,38.97218191623688
1253,48.52567434310913
1254,70.86838752031326
1255,45.52042669057846
1256,64.30839449167252
1257,20.057755768299103
1258,56.783675134181976
1259,52.530099630355835
1260,62.18980973958969
1261,61.02776092290878
1262,37.31820845603943
1263,28.769717693328857
1264,55.3338879942894
1265,61.85367804765701
1266,59.53077685832977
1267,69.023790538311
1268,52.78127759695053
1269,45.35321831703186
1270,69.31030505895615
1271,29.45879966020584
1272,44.358885169029236
1273,45.8866907954216
1274,79.64728927612305
1275,58.3640296459198
1276,35.94622951745987
1277,33.80222660303116
1278,33.43496608734131
1279,41.274144768714905
1280,45.92616403102875
1281,47.63656389713287
1282,77.70845687389374
1283,66.20125883817673
1284,28.06096512079239
1285,71.79569727182388
1286,24.494518041610718
1287,72.46579843759537
1288,27.935453176498413
1289,5.7981661558151245
1290,60.68974828720093
1291,50.205055236816406
1292,57.27088075876236
1293,39.82034546136856
1294,21.743258476257324
1295,47.39301240444183
1296,45.36939251422882
1297,37.74098759889603
1298,61.46426051855087
1299,51.4626607298851
1300,46.64281111955643
1301,37.74187391996384
1302,32.929869174957275
1303,47.01935464143753
1304,65.10936677455902
1305,31.283732771873474
1306,50.89849531650543
1307,24.415288031101227
1308,77.84988969564438
1309,22.18957084417343
1310,83.11379027366638
1311,17.516484797000885
1312,47.916489243507385
1313,6.325499653816223
1314,69.06485313177109
1315,20.399704039096832
1316,88.69925630092621
1317,64.81083106994629
1318,56.456079840660095
1319,20.327050030231476
1320,47.447565376758575
1321,30.605769872665405
1322,48.27745473384857
1323,33.175843834877014
1324,44.750534772872925
1325,83.48700267076492
1326,61.163171887397766
1327,32.981716096401215
1328,84.23388534784317
1329,42.1252583861351
1330,48.35826027393341
1331,27.549590051174164
1332,52.80449080467224
1333,76.43244916200638
1334,47.119491279125214
1335,43.81526690721512
1336,44.31920397281647
1337,28.71780163049698
1338,47.83822578191757
1339,66.72498452663422
1340,36.14198172092438
1341,88.41968351602554
1342,87.91940802335739
1343,38.65541160106659
1344,46.40941548347473
1345,33.967787861824036
1346,22.51324164867401
1347,30.216049015522003
1348,39.652818739414215
1349,37.56093633174896
1350,47.64419490098953
1351,45.98646605014801
1352,61.391685009002686
1353,28.25414627790451
1354,36.71243631839752
1355,35.653900027275085
1356,64.92306458950043
1357,15.282502889633179
1358,43.63090717792511
1359,26.0458807349205
1360,34.18278867006302
1361,48.93314868211746
